"hh","rule","source","n_flagged_train","errors_train","precision_train","precision_train_lcb","n_flagged_holdout","errors_caught_holdout","precision_holdout","recall_holdout","dollar_recall_holdout","workload_pct_holdout","n_flagged_any","errors_caught_any","precision_any","recall_any","dollar_recall_any","workload_pct_any"
"1","months_since_cert_n >=    8.0 & percent_abawd >=    0.5 & shelter_expenses_by_hh_size >= 1270.0 & total_deductions_by_hh_size >= 1000.0","xgboost",13,6,0.4615,0.2611,2,1,0.5,0.0036,0.0048,0.01,3,2,0.6667,0.0015,0.0021,0.014
"1","elderly_disabled_i <   1.000 & months_since_cert_n >=  11.000 & total_deductions_by_hh_size >= 688.000 & unc_rawben_rel_max <   0.976","xgboost",36,12,0.3333,0.2198,12,0,0,0,0,0.058,12,0,0,0,0,0.055
"1","count_divisible_by_100 <=   0.5 & months_since_cert_n >   4.5 & percent_abawd >   0.5 & total_deductions_by_hh_size > 943.0","ranger_mtry1",39,12,0.3077,0.2019,8,2,0.25,0.0073,0.0096,0.039,9,3,0.3333,0.0023,0.0036,0.041
"1","expedited_i <=    0.5 & percent_abawd >    0.5 & shelter_expenses_by_hh_size > 1780.0 & utilities >  820.0","ranger_mtry1",17,6,0.3529,0.1949,15,4,0.2667,0.0146,0.0188,0.072,15,4,0.2667,0.0031,0.0055,0.069
"1","cat_elig <=    1.5 & shelter_expenses_by_hh_size > 2450.0 & unc_rawben_rel_max <=    1.2","ranger_mtry1",10,4,0.4,0.1942,16,1,0.0625,0.0036,0.0048,0.077,22,7,0.3182,0.0054,0.0056,0.101
"1","elderly_disabled_i <    1 & months_since_cert_n >=    8 & shelter_expenses_by_hh_size >= 1630 & total_deductions_by_hh_size >=  645","xgboost",45,13,0.2889,0.1923,17,7,0.4118,0.0255,0.0261,0.082,18,8,0.4444,0.0062,0.0081,0.083
"1","percent_abawd >=    0.5 & shelter_expenses_by_hh_size >= 1260.0 & total_deductions_by_hh_size >= 1110.0 & utilities >=  392.0","xgboost",19,6,0.3158,0.173,3,1,0.3333,0.0036,0.0048,0.014,3,1,0.3333,8e-04,0.0014,0.014
"1","percent_abawd >=    0.5 & shelter_expenses_by_hh_size >= 1270.0 & total_deductions_by_hh_size >= 1000.0","xgboost",46,12,0.2609,0.1698,9,1,0.1111,0.0036,0.0048,0.043,12,4,0.3333,0.0031,0.003,0.055
"1","percent_abawd >=    0.5 & shelter_expenses_by_hh_size >= 1120.0 & total_deductions_by_hh_size >=  953.0","xgboost",70,17,0.2429,0.1691,18,2,0.1111,0.0073,0.0096,0.087,21,5,0.2381,0.0039,0.0044,0.096
"1","married <=    0.5 & percent_abawd >    0.5 & shelter_expenses_by_hh_size > 1250.0 & total_deductions_by_hh_size >  951.0","ranger_mtry1",61,15,0.2459,0.1673,15,2,0.1333,0.0073,0.0096,0.072,16,3,0.1875,0.0023,0.0033,0.074
"1","cat_elig <=   1.50 & total_deductions_by_hh_size > 596.00 & unc_rawben_rel_max >   1.96 & utilities <= 302.00","ranger_mtry1",20,6,0.3,0.1639,15,1,0.0667,0.0036,0.0048,0.072,21,7,0.3333,0.0054,0.0077,0.096
"1","months_since_cert_n >    7.50 & rawben_rel_max >    0.71 & shelter_expenses_by_hh_size > 1640.00 & total_deductions_by_hh_size <=  674.00","ranger_mtry1",29,8,0.2759,0.163,20,2,0.1,0.0073,0.0096,0.096,20,2,0.1,0.0015,0.0028,0.092
"1","elderly_disabled_i <=    0.5 & homeless <=    0.5 & months_since_cert_n >    7.5 & shelter_expenses_by_hh_size > 2050.0","ranger_mtry1",16,5,0.3125,0.1613,16,6,0.375,0.0219,0.0266,0.077,17,7,0.4118,0.0054,0.0087,0.078
"1","percent_abawd >=   0.50 & total_deductions_by_hh_size >= 953.00 & unc_rawben_rel_max >=  -0.48","xgboost",72,16,0.2222,0.1525,25,3,0.12,0.0109,0.0116,0.12,27,5,0.1852,0.0039,0.0046,0.124
"1","elderly_disabled_i <=  0.5 & shelter_expenses_by_hh_size <= 22.0 & utilities > 12.5","ranger_mtry1",17,5,0.2941,0.1512,5,0,0,0,0,0.024,6,1,0.1667,8e-04,3e-04,0.028
"1","months_since_cert_n >=    8 & shelter_expenses_by_hh_size >= 1740 & total_deductions_by_hh_size >=  458 & total_deductions_by_hh_size <  794","xgboost",22,6,0.2727,0.1481,21,3,0.1429,0.0109,0.012,0.101,22,4,0.1818,0.0031,0.0044,0.101
"1","shelter_expenses_by_hh_size >= 1560.000 & total_deductions_by_hh_size >=  898.000 & unc_rawben_rel_max <   -0.596","xgboost",13,4,0.3077,0.1464,7,3,0.4286,0.0109,0.014,0.034,8,4,0.5,0.0031,0.0046,0.037
"1","total_deductions_by_hh_size < 645.00 & unc_rawben_rel_max >=   1.86 & utilities >= 450.00 & utilities < 487.00","xgboost",59,13,0.2203,0.1449,60,4,0.0667,0.0146,0.0156,0.289,60,4,0.0667,0.0031,0.0046,0.276
"1","homeless <=   0.5 & percent_abawd >   0.5 & total_deductions_by_hh_size > 952.0","ranger_mtry1",82,17,0.2073,0.1436,26,4,0.1538,0.0146,0.0165,0.125,29,7,0.2414,0.0054,0.0064,0.133
"1","elderly_disabled_i >   0.50 & unc_rawben_rel_max >   1.84 & utilities <= 290.00","ranger_mtry1",33,8,0.2424,0.1424,12,2,0.1667,0.0073,0.0096,0.058,21,11,0.5238,0.0085,0.0114,0.096
"1","medical_deductions <  132.0 & percent_abawd >=    0.5 & shelter_expenses_by_hh_size >= 1420.0 & total_deductions_by_hh_size >= 1000.0","xgboost",33,8,0.2424,0.1424,7,1,0.1429,0.0036,0.0048,0.034,10,4,0.4,0.0031,0.003,0.046
"1","medical_deductions <  132.0 & percent_abawd >=    0.5 & total_deductions_by_hh_size >= 1000.0","xgboost",60,13,0.2167,0.1424,19,3,0.1579,0.0109,0.0116,0.092,22,6,0.2727,0.0046,0.005,0.101
"1","percent_abawd >=   0.5 & total_deductions_by_hh_size >= 953.0","xgboost",83,17,0.2048,0.1418,27,4,0.1481,0.0146,0.0165,0.13,30,7,0.2333,0.0054,0.0064,0.138
"1","expedited_i <   1.00 & percent_abawd >=   0.50 & total_deductions_by_hh_size >= 953.00 & unc_rawben_rel_max >=  -0.48","xgboost",55,12,0.2182,0.141,18,0,0,0,0,0.087,20,2,0.1,0.0015,0.0011,0.092
"1","shelter_expenses_by_hh_size >= 1390.000 & total_deductions_by_hh_size >=  794.000 & unc_rawben_rel_max <   -0.352","xgboost",29,7,0.2414,0.1365,9,4,0.4444,0.0146,0.0188,0.043,10,5,0.5,0.0039,0.006,0.046
"1","cat_elig >    1.50 & total_deductions_by_hh_size >  597.00 & total_deductions_by_hh_size <= 1720.00 & unc_rawben_rel_max >    2.59","ranger_mtry1",14,4,0.2857,0.1353,1,0,0,0,0,0.005,1,0,0,0,0,0.005
"1","expedited_i <    1.0 & percent_abawd >=    0.5 & shelter_expenses_by_hh_size >= 1670.0 & total_deductions_by_hh_size >=  992.0","xgboost",14,4,0.2857,0.1353,3,0,0,0,0,0.014,4,1,0.25,8e-04,4e-04,0.018
"1","months_since_cert_n >=   2.00 & shelter_expenses_by_hh_size < 601.00 & unc_rawben_rel_max >=   1.92","xgboost",24,6,0.25,0.1352,6,0,0,0,0,0.029,6,0,0,0,0,0.028
"1","married <=   0.5 & percent_abawd >   0.5 & total_deductions_by_hh_size > 951.0","ranger_mtry1",81,16,0.1975,0.1351,28,4,0.1429,0.0146,0.0165,0.135,29,5,0.1724,0.0039,0.0053,0.133
"1","percent_abawd >    0.75 & shelter_expenses_by_hh_size <= 2850.00 & total_deductions_by_hh_size >  951.00","ranger_mtry1",82,16,0.1951,0.1334,28,4,0.1429,0.0146,0.0165,0.135,30,6,0.2,0.0046,0.006,0.138
"1","months_since_cert_n >=   4.00 & unc_rawben_rel_max >=   1.77 & utilities < 318.00","xgboost",126,23,0.1825,0.1328,50,6,0.12,0.0219,0.0284,0.241,57,13,0.2281,0.0101,0.0153,0.262
"1","children_i <=    0.50 & months_since_cert_n >    8.50 & percent_abawd >    0.75 & shelter_expenses_by_hh_size > 1320.00","ranger_mtry1",41,9,0.2195,0.1324,19,5,0.2632,0.0182,0.0193,0.092,20,6,0.3,0.0046,0.0064,0.092
"1","medical_deductions <    8.000 & rawben_rel_max <    0.792 & total_deductions_by_hh_size >= 1290.000","xgboost",30,7,0.2333,0.1318,20,4,0.2,0.0146,0.0158,0.096,28,12,0.4286,0.0093,0.0088,0.129
"1","shelter_expenses_by_hh_size >= 1960 & total_deductions_by_hh_size < 1090 & utilities >=  875","xgboost",25,6,0.24,0.1295,19,1,0.0526,0.0036,0.003,0.092,19,1,0.0526,8e-04,9e-04,0.087
"1","shelter_expenses_by_hh_size >= 1850 & total_deductions_by_hh_size <  850 & utilities >=  852","xgboost",42,9,0.2143,0.1292,33,5,0.1515,0.0182,0.0211,0.159,33,5,0.1515,0.0039,0.0062,0.152
"1","shelter_expenses_by_hh_size > 2850 & total_deductions_by_hh_size <= 2230","ranger_mtry1",20,5,0.25,0.1274,15,2,0.1333,0.0073,0.0096,0.072,17,4,0.2353,0.0031,0.0047,0.078
"1","children_i <=    0.500 & percent_abawd <=    0.500 & shelter_expenses_by_hh_size > 2460.000 & unc_rawben_rel_max <=    0.579","ranger_mtry1",10,3,0.3,0.1269,5,1,0.2,0.0036,0.0048,0.024,7,3,0.4286,0.0023,0.0026,0.032
"1","count_divisible_by_100 >   1.50 & percent_abawd <=   0.75 & shelter_expenses_by_hh_size <= 245.00","ranger_mtry1",10,3,0.3,0.1269,10,2,0.2,0.0073,0.006,0.048,10,2,0.2,0.0015,0.0018,0.046
"1","expedited_i <=    0.5 & homeless <=    0.5 & shelter_expenses_by_hh_size > 2850.0 & total_deductions_by_hh_size > 1280.0","ranger_mtry1",10,3,0.3,0.1269,6,0,0,0,0,0.029,8,2,0.25,0.0015,0.0012,0.037
"1","expedited_i >   0.50 & medical_deductions <=   5.50 & unc_rawben_rel_max >   1.96 & utilities <= 319.00","ranger_mtry1",10,3,0.3,0.1269,7,1,0.1429,0.0036,0.0048,0.034,9,3,0.3333,0.0023,0.0037,0.041
"1","married <=    0.50 & shelter_expenses_by_hh_size > 2910.00 & total_deductions_by_hh_size >  597.00 & unc_rawben_rel_max <=    1.82","ranger_mtry1",10,3,0.3,0.1269,7,0,0,0,0,0.034,7,0,0,0,0,0.032
"1","married <= 0.500 & percent_abawd > 0.500 & rawben_rel_max > 0.943 & rawben_rel_max <= 0.970","ranger_mtry1",10,3,0.3,0.1269,11,0,0,0,0,0.053,11,0,0,0,0,0.051
